spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
compact+box+offset,0.01,0,maxEv,5,684.7,33219,3
compact+box,0.04,0,mostBooks,5,680.5,17521,2
price+box+offset,0.01,0,maxEv,5,676.4,32219,3
price+box,0.01,0,maxEv,5,667.1,30163,2
price+box+gbm,0.02,0,maxEv,5,655.6,27298,3
price+box+gbm,0.02,0,mostBooks,5,634.9,27299,3
gbm+offset+iso,0.02,0,mostBooks,5,631.5,31437,3
compact+box+offset,0.01,0,mostBooks,5,625.5,33222,3
box+gbm,0.04,0,maxEv,5,624.6,23909,2
price+compact+offset,0.04,0,maxEv,5,622.3,12322,3
price+box,0.01,0,mostBooks,5,615.4,30164,2
box+gbm,0.04,0,mostBooks,5,612.0,23908,2
offset,0.04,0,maxEv,5,609.8,22530,1
price+box+offset,0.01,0,mostBooks,5,608.1,32224,3
box+offset,0.04,0,maxEv,5,605.6,22565,2
box+gbm,0.02,0,maxEv,5,605.5,32015,2
gbm+offset+iso,0.04,0,mostBooks,5,602.2,23358,3
price+compact+offset,0.04,0,mostBooks,5,596.8,12318,3
box,0.04,0,maxEv,5,594.4,22614,1
box+gbm,0.02,0,mostBooks,5,593.2,32020,2
offset,0.02,0,maxEv,5,586.1,30908,1
price+box+gbm,0.01,0,maxEv,5,584.1,33465,3
box+gbm+iso,0.04,0,mostBooks,5,572.0,23410,3
compact+offset,0.01,0,mostBooks,5,567.3,32139,2
box+gbm+iso,0.02,0,mostBooks,5,566.5,31476,3
compact+box,0.0,0,mostBooks,5,559.4,38566,2
offset,0.04,0,mostBooks,5,558.6,22530,1
box+offset+iso,0.04,0,mostBooks,5,557.9,22979,3
price+box+gbm,0.04,0,maxEv,5,556.5,17591,3
box+offset,0.04,0,mostBooks,5,556.3,22565,2
compact+offset,0.0,0,mostBooks,5,555.7,38521,2
compact+box,0.01,0,mostBooks,5,554.7,32207,2
price+box+gbm,0.04,0,mostBooks,5,552.7,17589,3
box,0.04,0,mostBooks,5,550.6,22614,1
box+offset,0.02,0,maxEv,5,549.7,30911,2
price+box+gbm,0.01,0,mostBooks,5,549.0,33470,3
compact+box+offset,0.0,0,maxEv,5,537.1,39013,3
price+compact+box,0.04,0,mostBooks,5,526.8,12335,3
price+box+offset,0.0,0,maxEv,5,523.9,39080,3
offset,0.02,0,mostBooks,5,518.8,30912,1
compact+gbm,0.04,0,mostBooks,5,516.5,21008,2
compact+gbm,0.04,0,maxEv,5,508.4,21009,2
offset,0.01,0,maxEv,5,497.9,35615,1
price+offset,0.04,0,mostBooks,5,497.1,12594,2
price+compact+gbm,0.01,0,mostBooks,5,494.7,31636,3
price+compact+gbm,0.01,0,maxEv,5,491.1,31637,3
box,0.02,0,maxEv,5,489.6,30971,1
gbm+offset+iso,0.01,0,mostBooks,5,487.5,36133,3
compact+gbm,0.02,0,mostBooks,5,485.9,29601,2
box+offset,0.02,0,mostBooks,5,482.6,30916,2
compact+gbm,0.02,0,maxEv,5,475.3,29600,2
compact+box+offset,0.0,0,mostBooks,5,473.5,39020,3
price+box+offset,0.0,0,mostBooks,5,468.2,39087,3
box+gbm,0.01,0,mostBooks,5,461.1,36722,2
box+gbm,0.01,0,maxEv,5,460.1,36714,2
price+compact,0.02,0,maxEv,5,449.8,16873,2
box+gbm+iso,0.01,0,mostBooks,5,446.7,36132,3
box+offset,0.01,0,maxEv,5,444.0,35576,2
price+box+gbm,0.0,0,maxEv,5,441.6,40255,3
price+compact+gbm,0.04,0,mostBooks,5,437.2,14762,3
price+compact,0.02,0,mostBooks,5,433.8,16871,2
offset,0.01,0,mostBooks,5,426.6,35620,1
offset+iso,0.04,0,mostBooks,5,424.2,23678,2
price+compact+gbm,0.04,0,maxEv,5,422.3,14765,3
price+compact+gbm,0.02,0,mostBooks,5,421.5,25003,3
box,0.02,0,mostBooks,5,419.0,30977,1
compact+gbm,0.01,0,mostBooks,5,415.9,34766,2
price+box+gbm,0.0,0,mostBooks,5,407.7,40265,3
price+compact+gbm,0.02,0,maxEv,5,406.1,25005,3
price+compact,0.01,0,maxEv,5,406.0,25561,2
box,0.01,0,maxEv,5,400.6,35686,1
compact+gbm+offset,0.04,55,mostBooks,5,395.8,7654,3
compact+gbm,0.01,0,maxEv,5,394.2,34762,2
price+compact,0.01,0,mostBooks,5,386.9,25560,2
compact+box+gbm,0.04,55,mostBooks,5,384.7,7794,3
gbm+offset+iso,0.01,55,maxEv,5,376.3,14430,3
box+offset,0.01,0,mostBooks,5,376.0,35582,2
compact+gbm+offset,0.02,60,maxEv,5,363.2,7476,3
price+gbm+offset,0.02,55,maxEv,5,361.8,9621,3
compact+box+gbm,0.02,60,maxEv,5,361.5,7570,3
box+offset+iso,0.02,0,mostBooks,5,359.6,31068,3
box+gbm,0.0,0,maxEv,5,357.5,42004,2
box+gbm,0.0,0,mostBooks,5,356.4,42013,2
box+gbm,0.01,55,maxEv,5,356.2,14816,2
gbm+offset+iso,0.0,0,mostBooks,5,355.1,41089,3
gbm+offset,0.02,55,maxEv,5,354.6,12591,2
price+iso,0.02,0,maxEv,5,354.5,24793,2
gbm+offset,0.01,55,maxEv,5,348.6,14594,2
box+gbm,0.02,55,maxEv,5,348.4,12816,2
gbm+offset,0.0,0,maxEv,5,343.2,42012,2
gbm+offset+iso,0.01,55,mostBooks,5,342.4,14430,3
compact,0.0,0,maxEv,5,338.3,37380,1
price+gbm+offset,0.02,55,mostBooks,5,337.9,9618,3
box,0.01,0,mostBooks,5,336.9,35695,1
box+gbm,0.02,60,maxEv,5,331.4,8877,2
gbm,0.04,55,maxEv,5,329.2,12598,1
gbm+offset,0.0,0,mostBooks,5,328.4,42024,2
compact,0.02,55,maxEv,5,325.4,9806,1
box+gbm,0.01,60,maxEv,5,324.8,10415,2
box+gbm,0.01,55,mostBooks,5,321.4,14813,2
